GR,DTCO,RES,RHOB
92.92186,203.1633,0.977009,1.672824
92.62942,203.1273,0.977924,1.686262
89.61423,202.9897,0.992113,1.71633
96.71803,202.8658,0.980932,1.737273
97.38899,202.8251,0.99277,1.757578
93.33862,202.8777,1.005872,1.771803
93.21123,202.9962,1.005227,1.769135
87.9428,203.1015,0.994186,1.756567
98.93573,203.0938,0.972563,1.753498
95.561,202.9956,0.957394,1.747821
95.35397,202.9776,0.961802,1.737545
94.93353,203.1069,0.957599,1.719066
91.87232,203.2509,0.926629,1.715581
92.91972,203.292,0.947418,1.721985
89.05413,203.2609,0.982227,1.719883
87.88835,203.2036,0.978046,1.708865
73.90916,203.1336,0.972526,1.708878
72.7902,203.1102,0.941634,1.728231
67.07687,203.1667,0.941437,1.745482
70.81703,203.2792,0.95422,1.75196
70.1301,203.4396,0.940898,1.734043
66.82051,203.6315,0.929507,1.718962
84.55957,203.8318,0.942592,1.69777
95.43553,204.0542,0.930855,1.682876
98.98291,204.3011,0.914747,1.655862
104.2049,204.5892,0.913474,1.649294
98.85917,204.9624,0.910723,1.645823
94.9596,205.3861,0.922194,1.65758
101.9199,205.704,0.914235,1.645693
108.4094,205.836,0.90527,1.649443
103.1369,205.8786,0.905825,1.649151
97.31319,205.8712,0.881345,1.656488
92.40879,205.7105,0.900335,1.667501
99.28912,205.4821,0.913264,1.654502
100.3913,205.3533,0.908204,1.665822
103.8061,205.286,0.922589,1.652905
100.0823,205.2047,0.918237,1.665929
104.6339,205.1133,0.935671,1.670549
107.6218,205.001,0.921263,1.672888
100.0707,204.8431,0.935102,1.661425
98.31477,204.6692,0.941437,1.652451
104.7811,204.5428,0.917868,1.663374
100.8969,204.5009,0.947149,1.679001
100.6402,204.5398,0.95133,1.691176
94.66271,204.607,0.99254,1.678504
102.2528,204.6334,0.969052,1.671899
106.2963,204.5707,1.012856,1.681833
108.3544,204.4466,1.011719,1.69714
104.7188,204.3696,1.00155,1.708902
105.1262,204.4132,1.028326,1.718248
103.5305,204.5204,1.043336,1.719413
108.4151,204.5605,1.021729,1.722775
99.95748,204.4584,1.019773,1.72008
102.3617,204.3021,0.987584,1.72632
109.9265,204.2481,0.961629,1.729548
104.7897,204.3043,0.976547,1.729332
100.8648,204.3842,0.974054,1.722369
98.85418,204.5541,0.969659,1.705716
103.0929,204.8991,0.934157,1.695143
99.69723,205.3223,0.958332,1.69109
107.7249,205.5855,0.944403,1.690311
104.9728,205.5058,0.951022,1.701616
105.4361,205.1879,0.949446,1.70491
108.709,204.9177,0.986804,1.710638
108.4508,204.7974,0.941486,1.705649
100.9126,204.7339,0.997625,1.706429
106.326,204.7263,0.981716,1.708516
98.77027,204.7983,0.946664,1.713837
106.5302,204.8837,0.951832,1.712684
106.8115,204.9471,0.94268,1.710348
99.15897,204.9949,0.969576,1.699778
97.89262,204.9786,0.963407,1.696352
103.6521,204.7606,0.933645,1.690183
102.5543,204.3465,0.957032,1.705247
98.48199,203.9746,0.922313,1.703377
109.2827,203.7416,0.938733,1.709834
100.0124,203.4185,0.969123,1.704301
105.1006,202.9179,0.999503,1.714208
106.8052,202.5046,0.990455,1.717074
109.3553,202.2479,1.017007,1.729079
109.2155,201.9351,1.022409,1.732332
107.2691,201.5285,1.061123,1.735919
97.86077,201.1894,1.063189,1.75229
107.959,201.0051,1.06749,1.772744
93.73785,200.8988,1.049863,1.802276
99.82359,200.7979,1.026936,1.81763
97.20566,200.7545,0.997077,1.821679
97.37605,200.8254,1.010888,1.815412
99.6888,200.9763,1.007395,1.791231
100.938,201.1246,1.012764,1.769416
103.5748,201.2112,1.024573,1.758663
98.37601,201.1762,1.032356,1.76915
102.5533,201.0049,1.020677,1.76764
96.78849,200.8225,1.032502,1.773233
97.45474,200.7733,0.98077,1.770398
96.95387,200.8899,0.990053,1.782534
97.83192,201.0336,0.963257,1.785651
102.3559,201.0728,0.96908,1.793555
100.5404,201.0415,0.978095,1.777164
99.37282,200.9915,1.001654,1.764668
102.2336,200.9465,1.003054,1.751342
105.4252,200.9323,0.988394,1.741328
100.4051,200.9362,1.006137,1.748287
98.15765,200.9586,1.015525,1.768106
99.7622,201.0287,0.994593,1.781406
96.23976,201.1286,1.003277,1.788514
101.3472,201.1897,0.974746,1.784365
97.88993,201.1871,0.981574,1.777391
101.5477,201.1344,0.983445,1.770365
103.1252,201.0405,0.993474,1.763405
98.42716,200.9401,0.999921,1.754086
101.0364,200.9125,1.000066,1.755771
98.70998,200.9982,0.992571,1.75269
102.1302,201.1324,0.954792,1.775131
100.2746,201.2596,0.970765,1.775903
99.46249,201.3673,0.971405,1.768134
104.4296,201.4542,0.978557,1.742595
105.5811,201.5217,0.976641,1.735236
105.659,201.5318,0.969885,1.728032
107.4895,201.4478,0.995505,1.731868
111.9284,201.3092,1.04494,1.757232
109.8424,201.1453,1.034164,1.786399
108.1049,200.9558,1.027508,1.802076
109.4797,200.7985,1.021327,1.7831
109.5537,200.7695,1.02928,1.777395
104.5125,200.9229,1.033022,1.772671
109.1662,201.2134,1.005024,1.794914
105.7109,201.5054,1.017344,1.790102
108.6288,201.6761,1.015571,1.774148
106.8628,201.7398,0.990992,1.737691
104.0542,201.8157,0.966406,1.721192
104.8555,201.8527,0.975672,1.706139
111.7067,201.783,0.970609,1.718346
108.6496,201.8057,0.955136,1.722844
111.2249,201.9434,0.975138,1.722611
110.5337,201.9738,0.994788,1.715792
106.5769,201.8412,1.006072,1.72438
110.4849,201.605,0.995628,1.730676
109.3818,201.3728,1.012899,1.729864
108.931,201.3049,1.011657,1.722581
108.4688,201.499,1.023088,1.721925
103.1686,201.8927,0.990847,1.717026
108.2848,202.3038,0.992227,1.705365
102.6044,202.6217,0.964556,1.693955
107.7397,202.8932,0.925648,1.679988
96.29468,203.151,0.898766,1.669828
99.86349,203.3196,0.909394,1.662586
80.55508,203.3132,0.901572,1.657392
68.49551,203.1158,0.913994,1.679309
70.44219,202.814,0.919338,1.669315
97.96509,202.5294,0.916609,1.685233
103.4157,202.3606,0.90582,1.692306
101.8019,202.3243,0.920758,1.6982
110.0624,202.316,0.937338,1.68895
104.2516,202.2445,0.928932,1.69256
109.3299,202.1536,0.934304,1.702205
103.638,202.1021,0.924604,1.710097
102.1193,202.0781,0.939308,1.713416
99.53588,202.0704,0.947621,1.705408
106.3719,202.1036,0.939604,1.701464
104.7713,202.1992,0.936027,1.703345
107.4892,202.3141,0.927063,1.688512
99.91539,202.3779,0.933702,1.684044
99.13091,202.3797,0.915189,1.68346
101.3558,202.3558,0.913849,1.69829
96.75953,202.3179,0.929314,1.698947
95.14671,202.2641,0.883981,1.692902
93.65009,202.2139,0.905308,1.684904
98.01397,202.1771,0.922203,1.673937
101.7434,202.1085,0.913388,1.668617
104.6271,201.9357,0.906302,1.676272
98.9592,201.6824,0.944704,1.67941
99.66317,201.5061,0.9453,1.686449
99.00496,201.4585,0.947142,1.693669
101.4271,201.4549,0.943251,1.709633
101.184,201.5388,0.950527,1.746733
101.9039,201.6684,0.928256,1.746978
102.5821,201.6863,0.93273,1.711826
101.3327,201.5926,0.932884,1.690254
102.2248,201.4478,0.935555,1.69207
104.5493,201.2973,0.943524,1.723758
104.2796,201.1786,0.931831,1.717252
110.055,201.1192,0.953522,1.710104
111.3551,201.1947,0.964302,1.703986
110.8699,201.2306,0.976699,1.709846
107.6867,201.0239,1.005887,1.728503
108.8342,200.8215,0.997829,1.75969
103.1111,200.782,0.984995,1.788758
110.3307,200.8557,0.995852,1.76888
101.9868,201.0047,0.979521,1.747448
101.6962,201.1357,0.951625,1.740154
98.92785,201.2591,0.96879,1.730887
106.2382,201.3596,0.973581,1.710433
104.4938,201.3855,0.951386,1.694757
99.12263,201.423,0.9584,1.696297
95.54399,201.4402,0.95404,1.699439
107.316,201.3185,0.948707,1.722063
103.1589,201.1559,0.961679,1.746567
103.6394,201.0881,0.953153,1.75665
106.439,201.0855,1.004858,1.750393
106.1994,201.0128,0.996427,1.742093
107.5911,200.8542,1.024523,1.72137
102.3529,200.724,1.021983,1.726108
103.1039,200.6577,1.037562,1.732639
105.342,200.696,0.999713,1.747203
101.962,200.8912,1.007709,1.751434
100.6873,201.0606,1.011061,1.722413
108.0052,201.0398,1.010592,1.718928
110.162,201.0057,1.009168,1.720295
107.3299,201.0795,0.984132,1.725544
112.0471,201.3491,0.950707,1.700085
100.7674,201.7625,0.941072,1.704355
90.66061,201.8564,0.942608,1.719336
107.8908,201.4506,0.983838,1.727611
100.6173,200.92,0.953232,1.758149
97.77316,200.5987,0.916019,1.763104
92.62204,200.3766,0.952826,1.778072
96.04827,200.0788,0.964859,1.783364
98.75875,199.7952,0.981544,1.768094
101.1547,199.6306,0.988358,1.757338
100.4832,199.5643,0.983449,1.723899
101.3801,199.6122,0.990143,1.737998
105.2877,199.7732,0.992678,1.738727
100.5258,199.9797,0.992843,1.740374
105.046,200.2599,0.989758,1.733926
105.4712,200.5714,0.977278,1.738294
110.8169,200.7911,0.994222,1.752211
104.5058,200.9913,0.997401,1.736464
101.6175,201.1459,0.992503,1.72595
98.74229,201.0383,1.001861,1.726147
99.63194,200.7926,0.989607,1.736446
109.3282,200.6293,1.000158,1.745536
105.4352,200.5013,0.994344,1.737514
96.5386,200.3592,1.023782,1.750245
104.2063,200.2445,1.000897,1.761701
100.5161,200.2048,0.963904,1.76761
105.9609,200.2318,0.907073,1.768751
96.24108,200.3042,0.930058,1.768706
94.03325,200.3672,0.97333,1.781765
94.77608,200.3448,0.90264,1.776226
83.18507,200.2138,0.838756,1.773176
80.25196,200.0415,0.842799,1.762108
88.54954,199.9297,0.878162,1.758168
89.95695,199.8317,0.888819,1.761753
88.31857,199.6287,0.899399,1.781304
88.04831,199.3552,0.94826,1.789706
90.00244,199.1657,0.968101,1.805046
105.9486,199.1848,0.985306,1.810531
99.79276,199.4625,0.952614,1.786345
97.47083,199.8677,0.98196,1.778395
99.2567,200.1656,0.962228,1.771055
100.613,200.2322,1.006031,1.777805
104.8399,200.0766,0.991666,1.765286
98.00698,199.8781,0.988177,1.756382
105.6917,199.7542,0.994556,1.753959
96.35892,199.6922,1.017853,1.743162
101.227,199.6907,1.036934,1.741677
100.2113,199.7006,1.062384,1.747199
105.8827,199.6471,1.09206,1.762546
109.5787,199.4832,1.066863,1.795754
105.4475,199.272,1.02418,1.804336
109.2783,199.1588,1.020713,1.804864
108.5995,199.1169,1.025843,1.801561
108.861,199.0176,1.033111,1.805414
108.3305,198.7968,0.996286,1.815451
106.7313,198.4935,1.052708,1.815549
110.3191,198.3468,1.062877,1.81766
105.9457,198.5036,1.085439,1.807634
109.2354,198.7399,1.049021,1.809352
109.0599,198.8426,1.05513,1.809916
107.1006,198.8722,1.046393,1.824579
108.4336,198.8243,1.065637,1.8184
103.6575,198.8171,1.056011,1.817709
96.09752,198.8768,1.083041,1.810515
100.1972,198.72,1.073169,1.816511
98.71301,198.462,1.069135,1.81118
98.91686,198.3723,1.073752,1.809159
98.05386,198.5097,1.082193,1.798321
106.089,198.7079,1.048503,1.780462
105.2034,198.7618,1.051008,1.770761
98.81506,198.9021,1.070488,1.761489
107.8325,199.2832,1.046451,1.76952
108.0758,199.6777,1.012979,1.789389
104.7868,199.9413,1.007804,1.778551
105.7273,200.1608,1.028226,1.773607
110.841,200.3766,0.995614,1.765029
103.4651,200.4079,0.993177,1.764063
106.9154,200.1003,0.997966,1.767679
106.1925,199.5776,1.034187,1.784149
109.6375,199.1483,1.035044,1.790527
112.365,198.9342,1.046854,1.783252
111.919,198.827,1.089306,1.779944
113.18,198.7506,1.075158,1.778462
111.9391,198.696,1.085162,1.780683
112.1934,198.6476,1.073087,1.794161
109.3577,198.5939,1.079996,1.808437
105.4538,198.5581,1.076605,1.823389
115.1623,198.5615,1.088343,1.83839
109.564,198.6345,1.078879,1.847771
106.7749,198.7903,1.068464,1.845821
104.6733,198.871,1.059608,1.829852
100.2819,198.7737,1.073539,1.826713
97.26573,198.5621,1.052128,1.819612
100.3357,198.2612,1.058807,1.827902
97.55664,197.9845,1.051745,1.818955
96.63462,197.9075,1.067348,1.823208
103.42,198.0356,1.08277,1.817245
101.9713,198.2826,1.079317,1.832477
102.798,198.6291,1.079588,1.847692
103.0526,199.0016,1.090697,1.863808
102.3992,199.2287,1.10853,1.857821
95.73106,199.3744,1.094008,1.850335
112.4391,199.6538,1.064907,1.8267
107.6251,200.0087,1.050367,1.796749
105.5021,200.2188,1.017348,1.754853
103.5123,200.1473,1.021281,1.733965
106.1843,199.8073,1.006778,1.73782
105.4482,199.3551,1.026106,1.763605
103.8623,198.9598,1.060943,1.765961
107.7533,198.6847,1.077507,1.785677
113.1486,198.4909,1.046795,1.811535
116.8419,198.306,1.083572,1.837038
107.8255,198.1313,1.058574,1.84678
108.645,198.1942,1.070771,1.836289
118.6296,198.574,1.088168,1.809735
113.2549,199.0052,1.107215,1.807461
106.204,199.3729,1.151103,1.814902
109.0089,199.6686,1.105264,1.812135
109.0579,199.7946,1.061618,1.79679
104.3383,199.713,1.032575,1.77068
111.6273,199.483,1.027938,1.810197
105.7544,199.2625,1.050783,1.851956
103.424,199.221,1.078822,1.877245
104.3944,199.3522,1.06287,1.859881
103.9026,199.539,1.047744,1.83532
105.8093,199.6725,1.02784,1.836083
103.352,199.7813,1.038877,1.814232
102.9099,199.9516,1.031171,1.788686
94.50905,200.0579,1.023793,1.787558
102.8096,199.9539,1.003053,1.78389
109.9325,199.6727,1.024743,1.7781
105.8136,199.3766,1.066356,1.753381
88.86508,199.2206,1.051216,1.777279
101.6524,199.2416,1.016881,1.807449
96.00629,199.4154,1.017107,1.823674
90.63741,199.6825,0.986576,1.82056
99.4228,199.9547,0.950078,1.779971
96.84217,200.0963,0.966181,1.763475
101.8992,200.1082,0.960797,1.738925
105.1623,200.151,0.954862,1.712971
100.6077,200.2843,0.912712,1.709325
97.33406,200.447,0.916361,1.719629
98.99177,200.5553,0.944206,1.721804
105.4624,200.5287,0.928076,1.718854
109.46,200.3382,0.927989,1.720862
106.9911,200.1712,0.916088,1.729757
103.3165,200.1925,0.921627,1.735681
102.4028,200.2287,0.925782,1.731789
98.59734,200.1334,0.946847,1.736326
105.5545,199.9656,0.958752,1.738472
100.7362,199.8283,0.966465,1.741035
97.64242,199.7672,0.973854,1.729045
105.3038,199.7204,0.977804,1.72692
100.4277,199.6248,0.976863,1.739427
104.2064,199.5158,1.001052,1.733399
109.1197,199.5056,0.994199,1.727
108.3002,199.6502,0.988776,1.723419
107.8789,199.8661,0.992774,1.742787
105.9555,200.0414,0.978219,1.752834
103.0334,200.1771,0.996333,1.755911
105.4542,200.2423,1.013093,1.776285
105.1837,200.1083,1.03811,1.768411
102.3424,199.751,1.007539,1.776046
113.5204,199.3013,1.026793,1.767962
114.7876,198.9488,1.036084,1.798936
109.5173,198.8022,1.018881,1.783362
103.6989,198.7399,1.011149,1.815549
100.5683,198.6668,0.96372,1.82355
96.51027,198.6438,0.883593,1.811188
89.60503,198.6341,0.858769,1.780001
82.03362,198.5137,0.860907,1.786785
86.33566,198.2175,0.912438,1.789486
85.78941,197.8125,0.975625,1.798849
89.19623,197.4654,0.961064,1.809288
88.95377,197.283,0.968994,1.822513
93.69966,197.2751,0.97683,1.852717
86.61676,197.3185,0.975532,1.849832
94.46458,197.2479,0.979081,1.843415
97.39362,197.1256,0.943931,1.82421
97.01021,197.1752,0.974953,1.828811
99.50851,197.3518,0.982323,1.836102
101.1777,197.398,1.02442,1.843069
96.00571,197.3031,0.982471,1.845248
99.92041,197.2585,0.859084,1.839248
85.07188,197.3533,0.85002,1.832958
80.99451,197.5607,0.779965,1.804235
79.58981,197.8487,0.775765,1.800553
78.8904,198.2407,0.876784,1.819443
76.83252,198.6946,0.74465,1.811909
75.32604,199.0453,0.757687,1.789214
73.82613,199.1713,0.743157,1.765849
69.28137,199.1113,0.755766,1.772934
73.88837,198.9581,0.736236,1.766467
70.88712,198.7781,0.729642,1.760128
70.7712,198.7447,0.705981,1.754435
67.01277,198.8948,0.700873,1.757689
78.41805,199.0266,0.711923,1.772827
66.69485,199.1254,0.71241,1.774667
81.95844,199.2518,0.82931,1.763109
80.55276,199.2325,0.79536,1.737517
84.81877,198.8892,0.783443,1.71566
77.92862,198.3841,0.731483,1.736451
76.69724,198.0441,0.725515,1.77798
73.24599,197.9431,0.744506,1.786264
81.79263,197.8973,0.907709,1.771405
87.12069,197.7704,0.962979,1.729981
89.11198,197.5931,0.890352,1.725863
84.58836,197.4224,0.8438,1.748435
89.06191,197.2654,0.848955,1.771801
90.1895,197.111,0.984378,1.783169
97.02848,196.9452,1.020375,1.789757
90.34573,196.8558,1.013093,1.794184
103.2035,196.9576,0.987715,1.793151
103.9502,197.1898,0.937901,1.778411
100.8887,197.4258,0.963584,1.770334
106.0636,197.6403,0.948844,1.751006
102.0314,197.8148,0.952909,1.735984
103.2604,197.8752,0.969784,1.726067
109.1907,197.7332,0.990698,1.7325
107.6198,197.4539,0.99911,1.748432
102.676,197.1286,0.98179,1.759152
102.7125,196.7754,0.967095,1.763566
107.6031,196.65,0.976417,1.768209
103.3339,196.8266,0.979876,1.779817
104.1224,196.9841,1.008295,1.770949
111.3969,196.9187,1.044097,1.76518
109.8795,196.6707,1.054892,1.770727
106.5533,196.4625,1.090377,1.80669
108.8008,196.4998,0.999113,1.828812
103.4974,196.8391,1.018539,1.839039
104.5359,197.3613,1.034075,1.831954
111.0079,197.8133,1.011841,1.821458
103.8968,198.0624,0.947263,1.80349
109.031,198.1537,0.944901,1.794074
102.4801,198.2344,0.943598,1.769274
105.5608,198.4203,0.980357,1.752032
102.3052,198.6954,0.983158,1.743793
103.3737,198.9419,0.969917,1.745543
102.6406,199.026,0.95779,1.740879
95.70332,198.9444,0.916575,1.753175
101.6578,198.8709,0.922925,1.781169
104.6088,198.8991,0.947334,1.774981
101.5867,198.9337,0.928983,1.743312
104.1354,198.9414,0.948272,1.714142
99.59367,199.0224,0.995171,1.721668
109.5757,199.2127,1.009094,1.748426
116.105,199.4441,0.977985,1.759716
111.7911,199.6621,0.995268,1.774443
103.3206,199.8286,1.000612,1.781649
108.973,200.0595,1.004727,1.781013
115.649,200.4831,0.986002,1.791004
111.0205,200.896,0.990014,1.796357
106.3507,201.0138,0.956387,1.795958
103.686,200.7819,0.943812,1.775404
100.5729,200.3837,0.912065,1.762089
104.6944,200.0218,0.887995,1.740495
99.2133,199.7542,0.87453,1.714473
99.85998,199.5773,0.883681,1.679053
102.9617,199.4503,0.891783,1.677506
99.18543,199.3134,0.898644,1.686516
94.67717,199.1935,0.913456,1.697419
101.643,199.1529,0.912962,1.712494
98.08453,199.2213,0.922976,1.73661
97.30661,199.3748,0.95034,1.7528
105.7358,199.5216,0.955407,1.743292
104.133,199.7218,0.947622,1.721834
101.3462,199.9388,0.937484,1.742306
102.5324,199.9255,0.917167,1.746342
105.9505,199.7749,0.892403,1.731983
101.3331,199.6593,0.854923,1.716798
98.68884,199.5331,0.853674,1.697258
99.56893,199.4094,0.865594,1.695818
96.30759,199.3487,0.853457,1.686106
102.8307,199.3524,0.853385,1.685451
105.3611,199.3908,0.864324,1.681625
104.2689,199.4426,0.890108,1.678922
103.1319,199.5005,0.894282,1.693095
101.4333,199.6135,0.885461,1.703151
105.4108,199.8232,0.880573,1.705137
99.94982,200.0553,0.875805,1.705011
96.31506,200.2143,0.870054,1.699626
92.62873,200.2511,0.884632,1.695164
103.2178,200.1103,0.880092,1.693398
105.7732,199.7475,0.886718,1.704172
101.0198,199.2677,0.893466,1.705541
101.9409,198.9372,0.889139,1.704249
97.53022,198.8853,0.883813,1.694901
98.19746,198.9374,0.881155,1.687952
99.01369,198.9267,0.894876,1.691223
106.7838,198.8702,0.925566,1.699236
106.4523,198.7682,0.924201,1.704966
107.4423,198.6607,0.92486,1.705806
106.4377,198.6307,0.936086,1.707217
107.0983,198.6762,0.937474,1.724488
97.55568,198.7697,0.94191,1.729595
108.3513,198.9004,0.956125,1.735414
109.2554,199.0737,0.943708,1.71794
106.3842,199.3041,0.922187,1.717543
103.7827,199.5088,0.925528,1.721561
102.0004,199.613,0.916658,1.736596
99.88455,199.6734,0.917183,1.770633
108.9663,199.7273,0.916549,1.781891
101.7518,199.7115,0.942837,1.769643
100.7007,199.5842,0.939708,1.728882
106.8607,199.4003,0.958865,1.727668
108.5383,199.2298,0.949385,1.75943
99.26753,199.0591,0.953214,1.802512
109.324,198.8335,0.977427,1.822622
103.2257,198.5942,0.998934,1.83926
109.5844,198.4802,1.005847,1.845663
109.5914,198.517,1.008346,1.840216
107.2825,198.6145,1.00608,1.826864
111.3845,198.7992,1.028727,1.799864
108.1762,199.1492,1.015642,1.77607
108.1651,199.5027,1.009921,1.725058
101.507,199.5648,1.024364,1.694803
106.0998,199.3334,1.039985,1.721771
107.0965,199.0675,1.022514,1.713457
103.6852,198.9232,0.970279,1.7092
104.4154,198.8687,0.934585,1.697126
100.5393,198.9227,0.924614,1.732445
99.20612,198.9949,0.906066,1.780767
112.1003,198.8597,0.934703,1.768345
109.2645,198.6233,0.99676,1.729134
103.4135,198.5161,0.987374,1.714832
105.1643,198.4907,1.00691,1.733947
107.0165,198.3143,1.011813,1.753221
107.3197,197.8884,1.013758,1.760796
103.8827,197.3652,1.010884,1.78513
89.69083,196.9551,1.061803,1.821115
110.6389,196.689,1.045387,1.830924
107.5147,196.5225,1.049069,1.812521
108.3503,196.4981,1.043786,1.814456
108.2124,196.6405,1.019084,1.817839
103.49,196.928,0.997644,1.810797
113.9172,197.355,1.008505,1.782605
103.3145,197.7859,0.956117,1.764727
103.2899,198.0098,0.964104,1.749771
100.2438,197.9982,0.974025,1.759796
101.9901,197.7612,1.004611,1.76193
99.16425,197.1909,1.012227,1.767306
92.74189,196.3837,1.027788,1.774326
94.23738,195.6701,1.029814,1.790576
99.80774,195.2462,1.011135,1.805641
104.029,195.1006,1.011076,1.810725
101.767,195.1696,1.035706,1.803717
101.0419,195.384,1.016078,1.793278
108.1863,195.6174,1.011386,1.781453
111.1609,195.8556,1.018129,1.773936
110.035,196.1249,1.01166,1.769965
107.2553,196.2856,0.99212,1.771765
100.4166,196.3405,1.000034,1.77736
103.0564,196.4344,1.002895,1.778848
101.4472,196.6499,0.984724,1.767739
106.7698,197.025,0.985953,1.789563
107.3101,197.4779,0.965696,1.817956
100.956,197.8737,0.958898,1.863275
98.60755,198.1947,0.958319,1.841472
103.6817,198.4322,0.942226,1.813818
99.41428,198.5287,0.955264,1.784014
101.6765,198.5132,0.968917,1.776782
104.0939,198.4552,0.987901,1.751569
108.1835,198.3573,0.980637,1.730447
95.36897,198.2437,0.990363,1.727684
97.71265,198.2806,0.926308,1.741933
98.17432,198.6173,0.913915,1.756049
94.19639,199.1639,0.918285,1.74872
99.92036,199.6048,0.917377,1.739443
100.0591,199.757,0.899096,1.715226
98.10795,199.757,0.911324,1.709149
102.7081,199.7507,0.883342,1.700831
105.6502,199.6891,0.933798,1.710293
96.57269,199.5076,0.912105,1.704839
100.0274,199.2951,0.930024,1.709418
104.1379,199.2095,0.922975,1.707522
98.64245,199.2822,0.925156,1.715963
95.30693,199.3383,0.901337,1.715331
96.64782,199.1744,0.898069,1.709888
98.74575,198.7792,0.931543,1.714303
106.3363,198.3394,0.961054,1.694096
104.6913,197.9793,0.980307,1.694886
100.3696,197.6565,0.978731,1.703501
103.85,197.4061,0.973047,1.736165
102.8555,197.2887,0.966717,1.752296
105.128,197.2758,0.954579,1.738067
102.6877,197.3728,0.951093,1.749951
105.3659,197.5742,0.94844,1.741097
107.6413,197.7627,0.949757,1.743374
101.1163,197.7488,0.960796,1.756062
83.98981,197.4095,0.960651,1.772451
103.3646,196.9415,0.949907,1.769771
99.01698,196.7742,0.982101,1.776416
102.5125,196.9216,1.033673,1.802614
106.8087,196.9968,1.063748,1.828145
106.7775,196.9184,1.021783,1.821068
105.256,196.9248,1.009559,1.796689
107.6198,197.1166,0.9868,1.775022
99.58202,197.3784,0.995035,1.762603
104.6322,197.6104,0.979685,1.759314
109.9356,197.7647,0.982685,1.759956
105.5512,197.8187,0.976488,1.7631
111.2448,197.8061,0.981314,1.760151
105.2447,197.7726,0.962816,1.746044
108.0906,197.7399,1.030656,1.753024
111.4965,197.732,0.999538,1.763059
106.6335,197.7577,0.992191,1.765632
95.84048,197.7559,0.970728,1.757101
99.18836,197.6096,0.95736,1.748503
99.79388,197.2557,0.956217,1.738722
100.2084,196.763,0.971204,1.73825
103.3518,196.2695,0.978903,1.738982
101.497,195.8669,1.009977,1.76333
97.43323,195.5074,1.008819,1.79332
98.89092,195.1365,1.01384,1.824282
105.4841,194.879,1.027918,1.834107
101.6124,194.8618,1.032452,1.856122
97.26405,195.1715,1.005015,1.853533
98.93327,195.7349,0.96497,1.839373
102.3433,196.3232,0.949292,1.794737
102.225,196.8602,0.899942,1.753968
98.49893,197.2596,0.931551,1.726731
104.5553,197.4683,0.909496,1.714271
106.4502,197.535,0.899314,1.711834
99.97328,197.5184,0.912056,1.72409
99.36634,197.5363,0.939588,1.734376
98.6093,197.6465,0.924007,1.740721
100.4519,197.7986,0.904595,1.732077
99.25578,197.9118,0.886756,1.714502
102.8956,197.9587,0.890899,1.698734
106.8217,197.9783,0.877415,1.672009
100.985,198.0108,0.876928,1.662267
96.43263,198.0548,0.877617,1.64913
98.64071,198.0354,0.873046,1.649361
91.66623,197.905,0.858902,1.649541
91.9557,197.7522,0.87718,1.648082
96.83778,197.7103,0.870761,1.643414
91.84334,197.871,0.840493,1.634573
98.21691,198.2232,0.832815,1.631674
98.9148,198.6282,0.834988,1.622316
94.79797,198.9527,0.833116,1.619183
91.36713,199.1599,0.825331,1.616588
93.21893,199.2506,0.833657,1.628079
96.48278,199.248,0.850518,1.637007
99.67648,199.205,0.850587,1.640714
94.72714,199.1411,0.853337,1.647437
96.94904,199.0526,0.839019,1.654778
97.06512,198.9456,0.851581,1.668872
85.21408,198.8132,0.862976,1.668689
96.18594,198.6728,0.871783,1.663503
97.44149,198.5761,0.87644,1.645201
97.25014,198.5585,0.881783,1.645086
99.78355,198.6443,0.853006,1.650905
102.371,198.8274,0.853784,1.671655
95.97443,199.0456,0.844744,1.662971
106.6415,199.2258,0.848193,1.647097
94.79211,199.3382,0.849146,1.637208
95.10359,199.4081,0.844721,1.639513
98.60585,199.4404,0.851645,1.638729
95.368,199.4166,0.856631,1.641591
97.90761,199.3543,0.838312,1.642933
97.1041,199.3077,0.830407,1.649328
98.05357,199.3347,0.821617,1.655905
95.15035,199.4053,0.846199,1.657557
94.14198,199.4212,0.848555,1.666341
103.7354,199.3628,0.878471,1.6668
103.5718,199.3211,0.866056,1.674356
106.8616,199.3659,0.868675,1.676335
100.3218,199.468,0.835457,1.681672
98.43074,199.5343,0.82518,1.683281
98.83929,199.5088,0.81235,1.676011
94.20592,199.3925,0.802672,1.659267
95.40956,199.238,0.818756,1.642578
88.95255,199.1548,0.805692,1.613435
91.53283,199.1623,0.795944,1.588295
87.44272,199.138,0.792452,1.588014
88.05405,199.0939,0.794987,1.588132
90.312,199.1499,0.786253,1.587623
88.83276,199.2575,0.791659,1.58887
91.61662,199.3275,0.788181,1.591499
96.12126,199.3386,0.794137,1.595318
99.42884,199.2283,0.820697,1.599372
95.51751,199.0481,0.840492,1.607837
95.83837,198.9472,0.837464,1.620432
90.79447,198.9094,0.85145,1.636924
96.03358,198.8358,0.831294,1.664544
98.96721,198.7543,0.823447,1.688993
95.43174,198.6948,0.823226,1.648052
97.35785,198.5192,0.80523,1.647609
101.8158,198.1305,0.828099,1.645174
105.2597,197.6025,0.89781,1.679259
105.6324,197.0218,0.896531,1.700287
105.8972,196.4966,0.921894,1.715177
107.244,196.2117,0.942086,1.727166
103.0703,196.3419,0.920408,1.726172
97.57824,196.7235,0.910198,1.724364
